HRV_MeanNN,HRV_SDNN,HRV_SDANN1,HRV_SDNNI1,HRV_SDANN2,HRV_SDNNI2,HRV_SDANN5,HRV_SDNNI5,HRV_RMSSD,HRV_SDSD,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_IQRNN,HRV_SDRMSSD,HRV_Prc20NN,HRV_Prc80NN,HRV_pNN50,HRV_pNN20,HRV_MinNN,HRV_MaxNN,HRV_HTI,HRV_TINN,target,record
992.6082862523541,49.614333627398935,,,,,,,59.97396377056751,60.46532930933627,0.0499837995658091,0.06042057536815699,988.8888888888889,53.53833333333329,0.05413988764044939,72.22222222222217,0.8272645412799511,947.2222222222222,1030.0,30.508474576271187,71.1864406779661,902.7777777777778,1136.111111111111,9.833333333333334,85.9375,1,114
968.4426229508198,41.30719250936166,,,,,,,55.569442708767234,56.037691333321476,0.04265321613323844,0.05738021168404234,963.8888888888889,37.065,0.0384536023054755,44.44444444444434,0.7433436524790736,933.3333333333334,1002.7777777777777,29.508196721311474,67.21311475409836,886.1111111111111,1061.111111111111,7.625,93.75,1,114
951.0304659498207,59.92649200631803,,,,,,,80.68264580529625,81.35220985424053,0.06301216853917269,0.08483707798436954,951.3888888888889,55.5975,0.05843824817518248,68.05555555555543,0.7427432678761295,906.6666666666666,997.2222222222223,37.096774193548384,70.96774193548387,786.1111111111111,1105.5555555555557,8.857142857142858,179.6875,1,114
943.1003584229392,35.91174451233487,,,,,,,43.44563002961642,43.79453285214917,0.03807839133089379,0.04606681530931298,941.6666666666667,41.18333333333324,0.04373451327433618,55.55555555555554,0.8265904876475314,911.6666666666666,969.4444444444445,22.58064516129032,51.61290322580645,861.1111111111112,1030.5555555555554,6.2,46.875,1,114
939.6384479717811,41.27114047784098,,,,,,,49.37003583219766,49.75336357277053,0.04392236244368793,0.05254152375178279,927.7777777777778,41.18333333333341,0.04438922155688631,62.5,0.8359552465814736,901.1111111111111,972.2222222222222,30.158730158730158,60.317460317460316,877.7777777777777,1050.0,5.25,23.4375,1,114
935.5379188712523,38.69691071113952,,,,,,,50.77432087869764,51.183052429594326,0.04136327339658047,0.054272862547311826,936.1111111111111,41.18333333333324,0.04399406528189901,54.16666666666663,0.7621354661461324,902.7777777777778,968.3333333333334,25.396825396825395,66.66666666666666,852.7777777777777,1033.3333333333335,7.0,93.75,1,114
912.3504273504274,57.85191301099159,,,,,,,57.58866620532759,58.03099401959113,0.06340975054837243,0.0631212136027292,916.6666666666666,45.30166666666665,0.049419999999999985,63.888888888888914,1.004571156496756,869.4444444444445,950.5555555555555,21.53846153846154,58.46153846153847,783.3333333333334,1066.6666666666667,9.285714285714286,171.875,1,114
881.5091210613599,37.74022767030835,,,,,,,45.4677543471441,45.815209542490514,0.04281320155243332,0.05157944853979474,872.2222222222223,41.18333333333324,0.04721656050955403,58.33333333333337,0.8300438016393671,850.0,916.6666666666666,26.865671641791046,59.70149253731343,811.1111111111111,961.1111111111111,6.7,62.5,1,114
881.592039800995,36.23985022739733,,,,,,,43.4347104753108,43.72953984811881,0.04110727932114483,0.04926849213057263,877.7777777777777,49.41999999999989,0.056301265822784684,59.72222222222217,0.8343522917689719,845.5555555555555,916.6666666666666,23.88059701492537,58.2089552238806,813.8888888888889,950.0,9.571428571428571,93.75,1,114
878.5655058043118,41.97920374518101,,,,,,,51.09399874563482,51.47707456183542,0.047781529627377944,0.058156162981676744,875.0,41.18333333333341,0.04706666666666675,54.16666666666674,0.8216073271964738,841.6666666666666,911.1111111111111,29.850746268656714,59.70149253731343,811.1111111111111,991.6666666666667,9.571428571428571,78.125,1,114
879.6849087893864,35.173694368642785,,,,,,,41.84585487859002,42.16643214964034,0.039984423987730416,0.04756914033705303,877.7777777777777,41.18333333333324,0.04691772151898724,50.0,0.8405538486594291,850.0,911.1111111111111,20.8955223880597,65.67164179104478,816.6666666666666,961.1111111111111,7.444444444444445,54.6875,1,114
873.217247097844,40.10747548198815,,,,,,,44.27313364658235,44.54453247149714,0.04593069550021624,0.050701167199485635,875.0,41.18333333333341,0.04706666666666675,54.16666666666674,0.9059100221401255,841.6666666666666,910.5555555555555,28.35820895522388,64.17910447761194,786.1111111111111,955.5555555555557,7.444444444444445,93.75,1,114
837.4603174603175,40.27810499379234,,,,,,,42.237104335459364,42.53631310661452,0.04809553856347455,0.05043475309200038,834.7222222222222,41.18333333333324,0.0493377703826954,57.638888888888914,0.9536189951349865,805.5555555555555,870.0,21.428571428571427,70.0,741.6666666666667,933.3333333333334,8.75,85.9375,1,114
855.3140096618357,39.75385849522582,,,,,,,40.735788964272636,41.02471034837675,0.04647867104496891,0.04762670610338569,852.7777777777777,41.18333333333341,0.04829315960912061,55.55555555555554,0.9758951405137134,812.7777777777778,887.7777777777778,14.492753623188406,55.072463768115945,777.7777777777778,947.2222222222222,8.625,31.25,1,114
856.0049019607842,41.372956782309224,,,,,,,46.37941681430869,46.66219296828012,0.04833261665621236,0.05418125142516234,855.5555555555555,47.36083333333327,0.055356818181818104,60.41666666666663,0.8920542694177451,813.8888888888889,894.4444444444445,27.941176470588236,66.17647058823529,777.7777777777778,986.1111111111112,6.8,85.9375,1,114
817.6697530864197,56.815343857014156,,,,,,,64.06300693528195,64.49775002704595,0.06948446318645876,0.07834826553564726,823.6111111111111,55.59750000000008,0.06750455311973029,69.44444444444446,0.8868666423105996,769.4444444444445,855.0,26.38888888888889,58.333333333333336,700.0,1011.1111111111111,9.0,125.0,1,114
955.4659498207886,65.73415773787065,,,,,,,63.79378365189649,64.29289384644287,0.06879801184982053,0.06676719736989259,945.8333333333333,70.01166666666667,0.07402114537444934,91.66666666666674,1.0304163505422754,889.9999999999999,1010.0,46.774193548387096,74.19354838709677,833.3333333333334,1138.888888888889,8.857142857142858,46.875,0,115
954.3458781362008,57.613568335597286,,,,,,,73.82366980746302,74.43461135432544,0.060369693688114706,0.0773552560960788,948.6111111111111,70.01166666666667,0.07380439238653003,93.05555555555554,0.7804213538267233,900.0,1010.5555555555555,50.0,79.03225806451613,841.6666666666666,1097.2222222222224,10.333333333333334,132.8125,0,115
945.9677419354839,63.47409783343738,,,,,,,80.83457738512759,81.49298574744864,0.06709964306348026,0.08545172715904366,936.1111111111111,61.77499999999994,0.0659910979228486,74.30555555555543,0.7852344861162807,892.2222222222223,992.7777777777778,62.903225806451616,82.25806451612904,838.8888888888889,1108.3333333333335,7.75,85.9375,0,115
939.5502645502644,75.6899669612476,,,,,,,50.51876443004154,50.89059440979627,0.08055978463001999,0.053769091805028035,933.3333333333334,86.48500000000006,0.09266250000000005,120.83333333333337,1.4982545162216543,872.2222222222223,1008.3333333333333,26.984126984126984,63.49206349206349,805.5555555555555,1113.888888888889,9.0,70.3125,0,115
956.3620071684587,69.61161499426983,,,,,,,71.48460374908244,72.00615126039455,0.07278793435173347,0.07474638600578658,951.3888888888889,76.1891666666667,0.08008204379562046,102.08333333333326,0.9737987110988686,889.4444444444443,1016.1111111111111,58.06451612903226,79.03225806451613,830.5555555555557,1111.111111111111,12.4,109.375,0,115
950.6272401433692,59.787409577339155,,,,,,,78.54568228506511,79.19165500027462,0.0628925903367994,0.08262511210305652,944.4444444444445,61.77499999999994,0.0654088235294117,77.77777777777783,0.7611800908464105,898.3333333333334,1006.1111111111111,51.61290322580645,80.64516129032258,836.1111111111111,1100.0,10.333333333333334,70.3125,0,115
946.7741935483872,70.14526797153604,,,,,,,82.50958988254955,83.19306146112734,0.07408869870928848,0.08714811878565709,937.5,84.42583333333334,0.09005422222222223,106.94444444444457,0.8501468504617,880.5555555555555,1022.2222222222222,67.74193548387096,88.70967741935483,836.1111111111111,1108.3333333333335,12.4,70.3125,0,115
928.4832451499118,87.75878874212843,,,,,,,80.15985497530225,80.75754837715718,0.09451844090946304,0.0863341965447742,913.8888888888889,90.60333333333345,0.09914042553191502,127.77777777777783,1.0947972494357363,851.1111111111111,997.7777777777778,39.682539682539684,69.84126984126983,808.3333333333334,1194.4444444444443,12.6,54.6875,0,115
948.0734767025087,58.85809740258009,,,,,,,71.33492357600743,71.92655841226328,0.06208178885806852,0.07524197789407334,943.0555555555555,61.77499999999994,0.0655051546391752,81.25,0.8250951210435761,892.2222222222223,988.8888888888889,53.2258064516129,72.58064516129032,847.2222222222222,1119.4444444444446,8.857142857142858,85.9375,0,115
921.7013888888889,49.12988490551269,,,,,,,59.362509257855564,59.833975985682414,0.053303472792569806,0.0644053594509791,918.0555555555554,49.41999999999989,0.05383116490166403,63.19444444444457,0.8276248009009362,883.3333333333333,959.4444444444445,43.75,81.25,830.5555555555557,1050.0,8.0,54.6875,0,115
905.0854700854701,63.39743274668064,,,,,,,78.71000110971514,79.33048739084376,0.0700457966038211,0.08696416383999878,888.8888888888888,61.77499999999994,0.06949687499999994,88.88888888888891,0.8054558741310388,847.2222222222222,962.2222222222222,61.53846153846154,84.61538461538461,808.3333333333334,1063.888888888889,10.833333333333334,54.6875,0,115
913.4982638888889,65.85125071052269,,,,,,,75.7135046306847,76.32133146130826,0.07208689202121171,0.08288303067852784,897.2222222222222,57.6566666666667,0.06426130030959756,81.24999999999989,0.8697424723862922,861.1111111111112,960.5555555555557,60.9375,84.375,800.0,1127.7777777777778,9.142857142857142,85.9375,0,115
922.4826388888889,70.40468174587676,,,,,,,69.2890678008851,69.84322549460843,0.07632087453773409,0.07511151416826917,912.5,74.12999999999991,0.08123835616438346,94.44444444444434,1.0161008652648866,863.8888888888889,972.2222222222222,46.875,82.8125,811.1111111111111,1094.4444444444446,12.8,78.125,0,115
916.8803418803418,60.763507324809325,,,,,,,68.89189901577689,69.43645236198114,0.06627201451412437,0.07513728440779209,902.7777777777778,57.6566666666667,0.06386584615384619,97.22222222222217,0.8820123729045982,868.8888888888889,977.7777777777777,50.76923076923077,78.46153846153847,800.0,1094.4444444444446,8.125,101.5625,0,115
936.5079365079364,98.1368360805073,,,,,,,101.24793806377721,101.53513977612955,0.10479018089952476,0.10811220505115195,936.1111111111111,82.36666666666665,0.0879881305637982,106.94444444444446,0.9692724410712423,867.2222222222223,997.2222222222223,53.96825396825397,79.36507936507937,463.8888888888889,1136.111111111111,15.75,398.4375,0,115
929.296875,78.41595341401221,,,,,,,89.75547595246135,90.44217332763725,0.08438202637237127,0.09658428685931109,913.8888888888889,72.0708333333333,0.07886170212765953,99.30555555555543,0.8736620532829097,863.8888888888889,990.0000000000001,53.125,75.0,811.1111111111111,1158.3333333333335,12.8,54.6875,0,115
902.4786324786324,62.20246128135678,,,,,,,63.11808573549723,63.617050699649155,0.06892402661159905,0.06993859296385241,894.4444444444445,53.53833333333329,0.059856521739130385,72.22222222222229,0.9854934692098004,850.0,938.3333333333334,41.53846153846154,72.3076923076923,805.5555555555555,1063.888888888889,10.833333333333334,125.0,0,115
904.1452991452992,67.28790960465976,,,,,,,56.879832924495474,57.32746329713588,0.07442156660911463,0.06291005768460528,888.8888888888888,53.53833333333329,0.06023062499999996,74.99999999999989,1.1829836014810446,852.7777777777777,956.1111111111112,27.692307692307693,66.15384615384615,797.2222222222223,1108.3333333333335,9.285714285714286,70.3125,0,115
947.7150537634407,79.68251264664639,,,,,,,69.99689182679374,70.57181445697606,0.08407855539512825,0.07385858391594746,922.2222222222223,63.83416666666681,0.0692177710843375,99.30555555555577,1.1383721557782818,881.1111111111111,1009.4444444444445,37.096774193548384,69.35483870967742,841.6666666666666,1172.2222222222222,10.333333333333334,85.9375,0,115
887.5841750841751,63.163326511471084,,,,,,,59.931307623213954,60.38098219179899,0.07116319587996363,0.06752182982254083,875.0,57.6566666666667,0.06589333333333337,70.83333333333326,1.0539287230069585,836.1111111111111,922.2222222222223,34.84848484848485,71.21212121212122,780.5555555555555,1113.888888888889,8.25,85.9375,0,115
916.8402777777777,86.50755727794166,,,,,,,80.43078581659061,81.07476773633265,0.09435401058908237,0.08772606065206627,904.1666666666667,88.54416666666667,0.09792903225806451,114.58333333333337,1.0755528048079517,842.2222222222223,971.6666666666667,51.5625,71.875,763.8888888888888,1155.5555555555554,12.8,148.4375,0,115
835.9546165884193,86.19285332225854,,,,,,,40.012123383253275,40.30030980939635,0.10310709650006686,0.04786398996938989,825.0,74.13,0.08985454545454545,104.16666666666652,2.1541684378173693,761.1111111111111,880.5555555555555,16.901408450704224,45.07042253521127,722.2222222222222,1094.4444444444446,14.2,54.6875,0,115
908.0341880341881,75.4393687006494,,,,,,,63.37162280674604,63.857250044955265,0.08307987705173173,0.06978990839974855,888.8888888888888,61.77500000000011,0.06949687500000014,86.1111111111112,1.1904282289046686,848.8888888888889,958.8888888888889,38.46153846153847,81.53846153846153,786.1111111111111,1108.3333333333335,13.0,54.6875,0,115
893.1397306397307,93.36260694892037,,,,,,,54.044624732605264,54.424313280631985,0.10453303525311473,0.06051082812528632,861.1111111111111,59.71583333333332,0.0693474193548387,102.77777777777783,1.7275095795529591,825.0,952.7777777777777,28.78787878787879,74.24242424242425,777.7777777777778,1155.5555555555554,13.2,54.6875,0,115
942.1957671957672,96.26882395286185,,,,,,,77.28015412913086,77.86995201352434,0.10217496968744007,0.08202133444001534,944.4444444444445,107.07666666666658,0.11337529411764696,133.33333333333326,1.245712111184483,853.8888888888888,1026.111111111111,52.38095238095239,77.77777777777779,761.1111111111111,1133.3333333333333,12.6,187.5,0,115
950.1792114695342,105.66678897067753,,,,,,,85.73054750761999,86.40098496581396,0.11120722038030564,0.09022566108874377,941.6666666666667,140.0233333333335,0.14869734513274355,179.8611111111112,1.2325453650145597,840.0,1048.888888888889,46.774193548387096,77.41935483870968,788.8888888888889,1186.111111111111,20.666666666666668,31.25,0,115
897.7693602693602,97.3024329645411,,,,,,,74.34263991923773,74.91876437013849,0.10838243904352804,0.08280817235390224,872.2222222222223,61.77499999999994,0.07082484076433114,81.94444444444434,1.3088374729528813,827.7777777777777,936.1111111111111,28.78787878787879,62.121212121212125,783.3333333333334,1269.4444444444443,11.0,78.125,0,115
944.5788530465951,155.47863325403108,,,,,,,81.97126077842485,82.63847114332174,0.16460101001897137,0.08678074944620985,956.9444444444443,203.8574999999999,0.21302960812772126,262.5,1.8967456615593945,769.4444444444443,1099.4444444444446,43.54838709677419,72.58064516129032,702.7777777777777,1244.4444444444446,15.5,359.375,0,115
933.5537918871254,123.5421776170543,,,,,,,60.859084417308644,61.23566102095971,0.13233536052306197,0.06519076345272563,869.4444444444445,111.19500000000016,0.1278920127795529,230.55555555555554,2.0299710191157305,827.7777777777777,1065.5555555555557,41.269841269841265,69.84126984126983,769.4444444444445,1191.6666666666667,7.875,54.6875,0,115
925.7378472222222,118.52393566850598,,,,,,,68.14031183378748,68.67100725460456,0.12803185699293815,0.07360648809838546,890.2777777777778,127.6683333333333,0.14340280811232445,199.30555555555554,1.7394099392679285,814.4444444444445,1045.5555555555557,29.6875,56.25,738.8888888888889,1261.111111111111,12.8,85.9375,0,115
762.5901875901877,12.59776917115698,,,,,,,13.314130909351364,13.401789826125592,0.01651971055511005,0.017459090250589893,761.1111111111111,12.355000000000055,0.01623284671532854,19.44444444444457,0.9461953812027462,752.7777777777777,774.4444444444445,0.0,11.688311688311687,736.1111111111112,788.8888888888889,3.6666666666666665,39.0625,1,116
766.9225146198829,24.07198408981611,,,,,,,32.83579297674298,33.05657546731167,0.031387765557707135,0.04281500718885231,766.6666666666667,12.355000000000224,0.01611521739130464,19.44444444444457,0.7331019569670778,755.5555555555555,777.7777777777778,6.578947368421052,27.631578947368425,700.0,855.5555555555555,3.8,85.9375,1,116
759.3434343434344,29.968134374926297,,,,,,,44.53344524387428,44.82445967774487,0.03946585039065784,0.05864730401255143,758.3333333333333,20.591666666666534,0.02715384615384598,25.0,0.6729354580768374,742.2222222222223,775.0,7.792207792207792,31.16883116883117,683.3333333333334,897.2222222222223,5.133333333333334,109.375,1,116
748.6111111111111,22.7998080912519,,,,,,,34.8945937928214,35.123244322760485,0.030456144389056344,0.04661244439857404,747.2222222222223,12.355000000000055,0.016534572490706393,16.66666666666663,0.6533908440551136,738.8888888888889,758.3333333333333,2.564102564102564,25.64102564102564,683.3333333333334,897.2222222222223,4.588235294117647,93.75,1,116
756.3034188034188,61.4148183878553,,,,,,,101.896006870385,102.5635417807587,0.08120394125022257,0.13472900470501534,758.3333333333333,20.591666666666704,0.027153846153846205,29.861111111110972,0.6027205606396031,734.4444444444445,772.2222222222223,16.666666666666664,41.02564102564102,469.44444444444446,1013.8888888888888,4.875,304.6875,1,116
754.2378917378917,23.113981148514902,,,,,,,29.900830156697054,30.09550133650113,0.030645478570768145,0.03964376556022727,755.5555555555555,20.591666666666534,0.02725367647058806,22.222222222222058,0.773021385272072,738.8888888888889,768.3333333333334,3.8461538461538463,29.48717948717949,683.3333333333334,861.1111111111112,4.105263157894737,93.75,1,116
749.2877492877494,30.525814915736824,,,,,,,42.175821317431435,42.4523715139683,0.04073977580008982,0.056287883203111906,750.0,20.591666666666534,0.02745555555555538,26.388888888888687,0.7237752333496439,734.4444444444445,766.6666666666667,12.82051282051282,38.46153846153847,680.5555555555555,858.3333333333333,5.571428571428571,101.5625,1,116
735.4513888888889,34.001288521358624,,,,,,,43.114779376176244,43.389352480252555,0.04623186390704539,0.05862356102326971,736.1111111111112,20.59166666666687,0.027973584905660653,28.472222222222285,0.7886225793873962,713.8888888888889,756.1111111111111,18.75,37.5,672.2222222222223,811.1111111111111,5.0,62.5,1,116
742.0833333333333,87.89784645347116,,,,,,,143.52562630796933,144.44272795857586,0.11844740678738394,0.19340904162780823,738.8888888888889,20.591666666666704,0.02786842105263163,26.388888888888914,0.6124191805640676,725.0,758.3333333333333,26.25,46.25,486.1111111111111,977.7777777777777,6.153846153846154,289.0625,1,116
748.4528832630099,122.84446213752379,,,,,,,209.2980985311372,210.63278494891713,0.16413118966415374,0.2796409810309848,744.4444444444445,24.71000000000011,0.03319253731343298,37.500000000000114,0.5869353950162536,727.7777777777777,769.4444444444445,36.708860759493675,46.835443037974684,486.1111111111111,1036.1111111111113,5.642857142857143,250.0,1,116
767.6767676767678,121.46220795088819,,,,,,,194.26239389112837,195.552603175259,0.15822050772549906,0.25305232888449614,775.0,37.065,0.0478258064516129,44.44444444444434,0.6252481785999198,741.6666666666667,802.2222222222223,32.467532467532465,58.44155844155844,372.22222222222223,1066.6666666666667,7.0,421.875,1,116
766.0087719298247,38.639061082910054,,,,,,,49.3455106759299,49.67775145979547,0.05044206084685652,0.06441898903012892,766.6666666666667,24.709999999999944,0.03223043478260862,30.555555555555657,0.783030929331484,747.2222222222223,786.1111111111111,19.736842105263158,36.84210526315789,683.3333333333334,888.8888888888888,5.846153846153846,109.375,1,116
783.5555555555555,69.9124768627729,,,,,,,106.63467675958397,107.29059392844334,0.08922465850325527,0.13609076727683717,783.3333333333334,20.591666666666704,0.02628723404255324,30.555555555555543,0.6556260963813482,765.5555555555557,806.1111111111111,20.0,42.66666666666667,486.1111111111111,1033.3333333333335,4.411764705882353,296.875,1,116
770.5988455988456,44.856801092341264,,,,,,,51.2097795393403,51.46168649122911,0.05821031441785028,0.06645452407801662,777.7777777777778,20.591666666666534,0.02647499999999983,25.000000000000114,0.8759420855909258,761.1111111111111,791.1111111111111,16.883116883116884,36.36363636363637,525.0,866.6666666666667,4.277777777777778,257.8125,1,116
773.3187134502923,15.181202824928242,,,,,,,16.79885847581718,16.90865367898646,0.0196312368508383,0.021723072497322908,772.2222222222223,16.473333333333294,0.02133237410071937,20.138888888889028,0.9037044300826966,761.1111111111111,788.8888888888889,0.0,21.052631578947366,736.1111111111112,802.7777777777778,3.619047619047619,54.6875,1,116
767.8362573099415,27.3420008761703,,,,,,,32.81855592753473,33.03701290976197,0.0356091557488585,0.042741607491305705,769.4444444444445,16.473333333333464,0.021409386281588616,22.222222222222285,0.8331262635852418,755.5555555555555,786.1111111111111,7.894736842105263,25.0,675.0,836.1111111111111,4.470588235294118,117.1875,1,116
752.7065527065528,43.7100543927058,,,,,,,74.77385605586275,75.2641729178149,0.05807051132414737,0.09933998287512423,752.7777777777777,14.41416666666659,0.019147970479704696,19.444444444444343,0.5845633313340225,738.8888888888889,765.5555555555555,14.102564102564102,39.743589743589745,600.0,900.0,4.875,171.875,1,116
751.0196905766526,31.257089145856284,,,,,,,40.702277233014236,40.9655840189348,0.04161953346636794,0.054196018751202064,750.0,16.473333333333294,0.02196444444444439,22.22222222222217,0.7679444805241311,736.1111111111112,765.0,15.18987341772152,46.835443037974684,677.7777777777778,822.2222222222222,5.642857142857143,85.9375,1,116
751.1039886039887,56.560782550573265,,,,,,,87.9368204994419,88.45835752302033,0.07530353108056029,0.11707675878926216,750.0,16.473333333333294,0.02196444444444439,21.5277777777776,0.6431979485877846,736.1111111111112,762.7777777777777,17.94871794871795,29.48717948717949,494.44444444444446,1000.0,4.105263157894737,273.4375,1,116
751.6174402250351,38.58655267207389,,,,,,,58.66561851563027,59.044454004991415,0.05133802198698454,0.07805249768827306,750.0,16.473333333333294,0.02196444444444439,19.444444444444343,0.657737080906993,738.8888888888889,766.6666666666667,15.18987341772152,40.50632911392405,683.3333333333334,905.5555555555555,4.157894736842105,85.9375,1,116
741.5260196905765,28.37289405544657,,,,,,,41.911672826174794,42.17952218330705,0.038262843517326596,0.05652083907138372,741.6666666666667,16.473333333333464,0.022211235955056353,20.83333333333337,0.6769687808243973,726.6666666666666,752.7777777777777,7.59493670886076,30.37974683544304,683.3333333333334,883.3333333333333,4.157894736842105,85.9375,1,116
734.0972222222222,58.04879199358382,,,,,,,90.96447154580085,91.48266831496093,0.07907507375911522,0.1239133847563648,730.5555555555555,16.473333333333294,0.02254904942965774,22.222222222222285,0.6381479604853869,719.4444444444445,744.4444444444445,20.0,37.5,477.7777777777778,1000.0,4.0,273.4375,1,116
814.7762345679013,298.2327192358893,,,,,,,229.4821061369209,231.11536737899144,0.3660302136746177,0.28165046598176946,744.4444444444445,22.650833333333324,0.03042649253731342,29.166666666666742,1.299590300334564,725.0,771.6666666666667,22.22222222222222,47.22222222222222,675.0,2361.1111111111113,6.0,93.75,1,116
762.0014245014245,79.05122920849881,,,,,,,72.14795271057301,72.62083215455706,0.10374157667778879,0.09468217563737394,743.0555555555557,22.650833333333324,0.030483364485981292,29.861111111110972,1.0956822229678342,727.7777777777777,763.8888888888888,21.794871794871796,33.33333333333333,666.6666666666666,1061.111111111111,6.0,101.5625,1,116
725.3429355281206,25.166815044515165,,,,,,,37.257446020233566,37.4914690509963,0.03469643641899023,0.05136528419223729,722.2222222222222,16.473333333333294,0.022809230769230717,19.444444444444343,0.6754841711599799,713.8888888888889,736.1111111111112,6.172839506172839,25.925925925925924,666.6666666666666,852.7777777777777,3.857142857142857,78.125,1,116
